input_raw,rxnorm_rxcui,rxnorm_name,rxnorm_tty,atc_l1_code,atc_l1_name,atc_l2_code,atc_l2_name,atc_l3_code,atc_l3_name,atc_l4_code,atc_l4_name
levotiroxina x,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
cardioaspirina susp hace,308416.0,aspirin 81 MG Delayed Release Oral Tablet,SCD,B,,B01,,B01A,,B01AC,Platelet aggregation inhibitors excl. heparin
norfloxacina,7517.0,norfloxacin,IN,J,,J01,,J01M,,J01MA,Fluoroquinolones
diclofenac,3355.0,diclofenac,IN,M,,M01,,M01A,,M01AB,Acetic acid derivatives and related substances
depakene,216459.0,Depakote,BN,N,,N03,,N03A,,N03AG,Fatty acid derivatives
alprazolam,596.0,alprazolam,IN,N,,N05,,N05B,,N05BA,Benzodiazepine derivatives
antix,1541087.0,Anti Bac,BN,D,,D02,,D02A,,D02AF,Salicylic acid preparations
furoao mometasona,108118.0,mometasone,IN,R,,R03,,R03A,,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
eutirox,217006.0,Euthyrox,BN,H,,H03,,H03A,,H03AA,Thyroid hormones
risperidona,35636.0,risperidone,IN,N,,N05,,N05A,,N05AX,Other antipsychotics
ketoconazol,6135.0,ketoconazole,IN,D,,D01,,D01A,,D01AC,Imidazole and triazole derivatives
levodopa,6375.0,levodopa,IN,N,,N04,,N04B,,N04BA,Dopa and dopa derivatives
atorvastina,83367.0,atorvastatin,IN,C,,C10,,C10B,,C10BA,Combinations of various lipid modifying agents
hormona creciemiento,1427222.0,parathyroid hormone,IN,H,,H05,,H05A,,H05AA,Parathyroid hormones and analogues
kasilan,,,,,,,,,,,
amitriptilina mg c h,1151.0,ascorbic acid,IN,A,,A11,,A11J,,A11JC,"Vitamins, other combinations"
ahora toma medicacion,215168.0,Alora,BN,G,,G03,,G03C,,G03CA,"Natural and semisynthetic estrogens, plain"
fencafen,24830.0,fenbufen,IN,M,,M01,,M01A,,M01AE,Propionic acid derivatives
carduran,196468.0,Cardura,BN,C,,C02,,C02C,,C02CA,Alpha-adrenoreceptor antagonists
exforge htcz,722127.0,Exforge,BN,C,,C08,,C08C,,C08CA,Dihydropyridine derivatives
plavix,174742.0,Plavix,BN,B,,B01,,B01A,,B01AC,Platelet aggregation inhibitors excl. heparin
esforge amlodipino valsartan hidroclorotiazida,852897.0,amlodipine / hydrochlorothiazide / valsartan,MIN,C,,C08,,C08C,,C08CA,Dihydropyridine derivatives
farma d,11253.0,vitamin D,IN,,,,,,,,
omperazol,2003656.0,omeprazole 20 MG Disintegrating Oral Tablet,SCD,A,,A02,,A02B,,A02BC,Proton pump inhibitors
hyzaar tab dia,217681.0,Hyzaar,BN,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
verapamilo mg cada horas,11170.0,verapamil,IN,C,,C08,,C08D,,C08DA,Phenylalkylamine derivatives
esteroide nasal,2720028.0,menthol 0.0035 MG/MG / petrolatum 0.797 MG/MG / zinc oxide 0.05 MG/MG Rectal Ointment,SCD,D,,D02,,D02A,,D02AB,Zinc products
allegra,324026.0,Allegra,BN,R,,R06,,R06A,,R06AX,Other antihistamines for systemic use
propanolol suspendido,8787.0,propranolol,IN,C,,C07,,C07A,,C07AA,"Beta blocking agents, non-selective"
beclometasona nasal inhalada,370992.0,beclomethasone Nasal Spray,SCDF,A,,A07,,A07E,,A07EA,Corticosteroids acting locally
valcote,304959.0,Valcyte,BN,J,,J05,,J05A,,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
amoxal,,,,,,,,,,,
fenitoina,8183.0,phenytoin,IN,N,,N03,,N03A,,N03AB,Hydantoin derivatives
desloratadina,275635.0,desloratadine,IN,R,,R01,,R01B,,R01BA,Sympathomimetics
caprimida d,11253.0,vitamin D,IN,,,,,,,,
losartan mg dua,52175.0,losartan,IN,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
propranolol,8787.0,propranolol,IN,C,,C07,,C07A,,C07AA,"Beta blocking agents, non-selective"
metotrexate,6851.0,methotrexate,IN,L,,L01,,L01B,,L01BA,Folic acid analogues
anastrazol,84857.0,anastrozole,IN,L,,L02,,L02B,,L02BG,Aromatase inhibitors
cabergolina,47579.0,cabergoline,IN,N,,N04,,N04B,,N04BC,Dopamine agonists
insulina detemir und noche,139825.0,insulin detemir,IN,A,,A10,,A10A,,A10AE,"Insulins and analogues for injection, long-acting"
daflon tab cada dia,996520.0,dextromethorphan hydrobromide 2 MG/ML / guaifenesin 20 MG/ML Oral Solution,SCD,R,,R05,,R05D,,R05DA,Opium alkaloids and derivatives
tizafen,,,,,,,,,,,
galvus met,602411.0,Actoplus Met,BN,A,,A10,,A10B,,A10BG,Thiazolidinediones
virtaminas,,,,,,,,,,,
cloruro magnesio,6574.0,magnesium,IN,,,,,,,,
betaloc zok mg c horas,1151.0,ascorbic acid,IN,A,,A11,,A11J,,A11JC,"Vitamins, other combinations"
anemidox,2655813.0,amiodarone hydrochloride Oral Tablet [Amidox],SBDFP,,,,,,,,
hotms,,,,,,,,,,,
vortioxetina,1455099.0,vortioxetine,IN,N,,N06,,N06A,,N06AX,Other antidepressants
verapamilo,11170.0,verapamil,IN,C,,C08,,C08D,,C08DA,Phenylalkylamine derivatives
atorvastatina x,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
insulina detemir,139825.0,insulin detemir,IN,A,,A10,,A10A,,A10AE,"Insulins and analogues for injection, long-acting"
eutirox x,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
angelic,2690789.0,angelicin,IN,,,,,,,,
nalatelle,352790.0,Natelle,BN,A,,A11,,A11G,,A11GA,"Ascorbic acid (vitamin C), plain"
vyctosa,,,,,,,,,,,
perlas ajo,2056696.0,Ajovy,BN,N,,N02,,N02C,,N02CD,Calcitonin gene-related peptide (CGRP) antagonists
proteinas,8834.0,protein C,IN,B,,B02,,B02B,,B02BD,Blood coagulation factors
vertinon,203001.0,Mestinon,BN,N,,N07,,N07A,,N07AA,Anticholinesterases
spray mometasona,1797864.0,mometasone Metered Dose Nasal Spray,SCDF,D,,D07,,D07A,,D07AC,"Corticosteroids, potent (group III)"
epax,,,,,,,,,,,
eutirox mcg,217006.0,Euthyrox,BN,H,,H03,,H03A,,H03AA,Thyroid hormones
microginon,,,,,,,,,,,
insulina lantus,261551.0,Lantus,BN,A,,A10,,A10A,,A10AE,"Insulins and analogues for injection, long-acting"
gemfibrozill,4719.0,gemfibrozil,IN,C,,C10,,C10A,,C10AB,Fibrates
anticonceptivos,,,,,,,,,,,
analgesicos oicasionalmente,998598.0,Analgesic Balm GRX,BN,M,,M02,,M02A,,M02AC,Preparations with salicylic acid derivatives
somazina,,,,,,,,,,,
qlaira,,,,,,,,,,,
l dopa carbidopa,6876.0,methyldopa,IN,C,,C02,,C02A,,C02AB,Methyldopa
gotas oftalmicas,2688947.0,250 ML dibasic potassium phosphate 4.72 MG/ML / monobasic potassium phosphate 4.48 MG/ML Injection,SCD,B,,B05,,B05B,,B05BB,Solutions affecting the electrolyte balance
sinogan,,,,,,,,,,,
cefalexina manana termina tto,2231.0,cephalexin,IN,J,,J01,,J01D,,J01DB,First-generation cephalosporins
isofen,2657574.0,diclofenac sodium Delayed Release Oral Tablet [Isclofen],SBDFP,,,,,,,,
vitamina b,11251.0,vitamin B complex,IN,,,,,,,,
buscapina ocasional,1597298.0,acetaminophen 500 MG / caffeine 60 MG / pyrilamine maleate 15 MG Oral Tablet,SCD,N,,N02,,N02B,,N02BE,Anilides
cetirizina,20610.0,cetirizine,IN,R,,R06,,R06A,,R06AE,Piperazine derivatives
orales,2711539.0,Streptococcus oralis,IN,,,,,,,,
zinnat cefuroxime axetil,20493.0,cefuroxime axetil,PIN,J,,J01,,J01D,,J01DC,Second-generation cephalosporins
rosuvastatina,301542.0,rosuvastatin,IN,C,,C10,,C10A,,C10AA,HMG CoA reductase inhibitors
timolol gotas,10600.0,timolol,IN,C,,C07,,C07A,,C07AA,"Beta blocking agents, non-selective"
symbicort,327148.0,Symbicort,BN,R,,R03,,R03A,,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
ibuprofen ocasional,5640.0,ibuprofen,IN,N,,N02,,N02A,,N02AJ,Opioids in combination with non-opioid analgesics
enalapril metoprolol,3827.0,enalapril,IN,C,,C09,,C09A,,C09AA,"ACE inhibitors, plain"
esomeprazole,283742.0,esomeprazole,IN,A,,A02,,A02B,,A02BC,Proton pump inhibitors
gabapentina,25480.0,gabapentin,IN,N,,N02,,N02B,,N02BF,Gabapentinoids
gotex,996581.0,Zotex C,BN,R,,R05,,R05D,,R05DA,Opium alkaloids and derivatives
medicamento oncologico ca mama,1425175.0,Healthy Mama,BN,A,,A02,,A02A,,A02AC,Calcium compounds
ginkgo biloba,236809.0,Ginkgo biloba extract,IN,,,,,,,,
budesonida,19831.0,budesonide,IN,A,,A07,,A07E,,A07EA,Corticosteroids acting locally
leche magnesio,6574.0,magnesium,IN,,,,,,,,
vitaminas transfer,1151.0,ascorbic acid,IN,A,,A11,,A11J,,A11JC,"Vitamins, other combinations"
anatrozol,84857.0,anastrozole,IN,L,,L02,,L02B,,L02BG,Aromatase inhibitors
trazodona,10737.0,trazodone,IN,N,,N06,,N06A,,N06AX,Other antidepressants
medicacion uso cronico,,,,,,,,,,,
prednisolona,8638.0,prednisolone,IN,H,,H02,,H02A,,H02AB,Glucocorticoids
factores transferencia,5920.0,intrinsic factor,IN,B,,B03,,B03A,,B03AE,Iron in other combinations
fidestarine,,,,,,,,,,,
anticonceptivos orales,,,,,,,,,,,
ketotifeno ocasional,6146.0,ketotifen,IN,S,,S01,,S01G,,S01GX,Other antiallergics
aminoacidos,,,,,,,,,,,
nitrofurantoina,7454.0,nitrofurantoin,IN,J,,J01,,J01X,,J01XE,Nitrofuran derivatives
adalimumab,327361.0,adalimumab,IN,L,,L04,,L04A,,L04AB,Tumor necrosis factor alpha (TNF-alpha) inhibitors
esomet,,,,,,,,,,,
montelukast suspendido,88249.0,montelukast,IN,R,,R03,,R03D,,R03DC,Leukotriene receptor antagonists
enalparil mg,3827.0,enalapril,IN,C,,C09,,C09A,,C09AA,"ACE inhibitors, plain"
vitaminas hierro,90176.0,iron,IN,,,,,,,,
mucocina,,,,,,,,,,,
colageno biotina,1588.0,biotin,IN,B,,B03,,B03A,,B03AE,Iron in other combinations
vit c omega colageno,1151.0,ascorbic acid,IN,A,,A11,,A11J,,A11JC,"Vitamins, other combinations"
levetiracetam,114477.0,levetiracetam,IN,N,,N03,,N03A,,N03AX,Other antiepileptics
vitaminas omega,4301.0,omega-3 fatty acids,IN,,,,,,,,
metacarbamol,6845.0,methocarbamol,IN,M,,M03,,M03B,,M03BA,Carbamic acid esters
estrogenos conjugadas,4099.0,"estrogens, conjugated (USP)",IN,G,,G03,,G03F,,G03FA,"Progestogens and estrogens, fixed combinations"
polivitaminico,,,,,,,,,,,
metrin l,153970.0,hyoscyamine,IN,A,,A03,,A03B,,A03BA,"Belladonna alkaloids, tertiary amines"
dorexina relax,197502.0,chlorzoxazone 500 MG Oral Tablet,SCD,M,,M03,,M03B,,M03BB,"Oxazol, thiazine, and triazine derivatives"
cetrizina,20610.0,cetirizine,IN,R,,R06,,R06A,,R06AE,Piperazine derivatives
levotiroxina mcg,10582.0,levothyroxine,IN,H,,H03,,H03A,,H03AA,Thyroid hormones
montelukast mg dia,88249.0,montelukast,IN,R,,R03,,R03D,,R03DC,Leukotriene receptor antagonists
eutirox mcg lunes viernes mcg sabados domingos,966177.0,levothyroxine sodium 0.1 MG Oral Tablet [Euthyrox],SBD,H,,H03,,H03A,,H03AA,Thyroid hormones
enzimas,,,,,,,,,,,
acido valproico,11118.0,valproic acid,PIN,N,,N03,,N03A,,N03AG,Fatty acid derivatives
duspatalin,,,,,,,,,,,
quimiotera pia vimblastina,11198.0,vinblastine,IN,L,,L01,,L01C,,L01CA,Vinca alkaloids and analogues
captopril,1998.0,captopril,IN,C,,C09,,C09B,,C09BA,ACE inhibitors and diuretics
lexapro,352741.0,Lexapro,BN,N,,N06,,N06A,,N06AB,Selective serotonin reuptake inhibitors
acetazolamida,167.0,acetazolamide,IN,S,,S01,,S01E,,S01EC,Carbonic anhydrase inhibitors
jardianse metoformina tab vo dia,372803.0,metformin Oral Tablet,SCDF,A,,A10,,A10B,,A10BA,Biguanides
oxicodona suspendida,7804.0,oxycodone,IN,N,,N02,,N02A,,N02AJ,Opioids in combination with non-opioid analgesics
ursacol,2045735.0,ursadiol,IN,,,,,,,,
colegeno,2277550.0,ethanol 0.72 ML/ML Topical Gel,SCD,D,,D08,,D08A,,D08AX,Other antiseptics and disinfectants
targin,2656113.0,naloxone hydrochloride / oxycodone hydrochloride Extended Release Oral Tablet [Targiniq],SBDFP,,,,,,,,
penicilina,7984.0,penicillin V,IN,J,,J01,,J01C,,J01CE,Beta-lactamase sensitive penicillins
atorvastatina mg,83367.0,atorvastatin,IN,C,,C10,,C10B,,C10BA,Combinations of various lipid modifying agents
kepra dia,261547.0,Keppra,BN,N,,N03,,N03A,,N03AX,Other antiepileptics
nimesulida,53694.0,nimesulide,IN,M,,M01,,M01A,,M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids"
fluticasona,41126.0,fluticasone,IN,R,,R03,,R03A,,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
minoxidil,6984.0,minoxidil,IN,C,,C02,,C02D,,C02DC,Pyrimidine derivatives
cefalexina hace semana,2231.0,cephalexin,IN,J,,J01,,J01D,,J01DB,First-generation cephalosporins
ulipristar,1005921.0,ulipristal,IN,G,,G03,,G03A,,G03AD,Emergency contraceptives
jbe parra tos,2467144.0,para-cresol,IN,,,,,,,,
salbutamol necesidad,435.0,albuterol,IN,R,,R03,,R03A,,R03AC,Selective beta-2-adrenoreceptor agonists
hidrocortisona,5492.0,hydrocortisone,IN,C,,C05,,C05A,,C05AA,Corticosteroids
enguystol,,,,,,,,,,,
meds ahora,215168.0,Alora,BN,G,,G03,,G03C,,G03CA,"Natural and semisynthetic estrogens, plain"
clopidogrel,32968.0,clopidogrel,IN,B,,B01,,B01A,,B01AC,Platelet aggregation inhibitors excl. heparin
lantus,261551.0,Lantus,BN,A,,A10,,A10A,,A10AE,"Insulins and analogues for injection, long-acting"
clavulin,48203.0,clavulanate,IN,J,,J01,,J01C,,J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors"
arcoxia ocasional,,,,,,,,,,,
dorixina,,,,,,,,,,,
zolof,82728.0,Zoloft,BN,N,,N06,,N06A,,N06AB,Selective serotonin reuptake inhibitors
eltroxin,2607026.0,Fluroxin,BN,,,,,,,,
asa mg,1191.0,aspirin,IN,N,,N02,,N02B,,N02BA,Salicylic acid and derivatives
losartan x am,52175.0,losartan,IN,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
esomeprazol mg,283742.0,esomeprazole,IN,A,,A02,,A02B,,A02BC,Proton pump inhibitors
med diarrea,2658810.0,loperamide hydrochloride Oral Solution [Anti-Diarrhea],SBDFP,,,,,,,,
med prostata,2669316.0,Flemingia prostrata whole extract,IN,,,,,,,,
desvenlafaxina,734064.0,desvenlafaxine,IN,N,,N06,,N06A,,N06AX,Other antidepressants
med biologico,2637767.0,beremagene geperpavec-svdt 5000000000 UNT/ML Topical Suspension [Vyjuvek],SBD,D,,D03,,D03A,,D03AX,Other cicatrizants
estrogenos,4100.0,estrogens,IN,G,,G03,,G03E,,G03EA,Androgens and estrogens
aines,763481.0,Dermoplast Pain,BN,C,,C05,,C05A,,C05AD,Local anesthetics
quimioterapia finalizo,,,,,,,,,,,
glucosamone,4845.0,glucosamine,IN,M,,M01,,M01A,,M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids"
anotados,,,,,,,,,,,
pec,308762.0,bismuth subsalicylate 17.5 MG/ML Oral Suspension,SCD,A,,A07,,A07B,,A07BB,Bismuth preparations
quertipina,,,,,,,,,,,
tofasitimib,1357536.0,tofacitinib,IN,L,,L04,,L04A,,L04AF,Janus-associated kinase (JAK) inhibitors
lactulosa,6218.0,lactulose,IN,A,,A06,,A06A,,A06AD,Osmotically acting laxatives
ab termino,2101278.0,Crotalidae immune F(ab')2 Injection [Anavip],SBDF,J,,J06,,J06A,,J06AA,Immune sera
novaldex,,,,,,,,,,,
tolisumab,819300.0,golimumab,IN,L,,L04,,L04A,,L04AB,Tumor necrosis factor alpha (TNF-alpha) inhibitors
novorapid,,,,,,,,,,,
macrodantina,203054.0,Macrodantin,BN,J,,J01,,J01X,,J01XE,Nitrofuran derivatives
bisacodilo ocasional,1596.0,bisacodyl,IN,A,,A06,,A06A,,A06AB,Contact laxatives
clexane,,,,,,,,,,,
multivitamiicos,313599.0,ascorbic acid 35 MG/ML / cholecalciferol 0.01 MG/ML / vitamin A 0.45 MG/ML Oral Solution,SCD,A,,A11,,A11C,,A11CA,"Vitamin A, plain"
dolex forte,202844.0,Pred Forte,BN,S,,S01,,S01B,,S01BA,"Corticosteroids, plain"
fenofibrato,8703.0,fenofibrate,IN,C,,C10,,C10A,,C10AB,Fibrates
mirabegron,1300786.0,mirabegron,IN,G,,G04,,G04B,,G04BD,Drugs for urinary frequency and incontinence
centrum silver,2606543.0,silver,IN,D,,D08,,D08A,,D08AL,Silver compounds
loratadina ocasional,28889.0,loratadine,IN,R,,R06,,R06A,,R06AX,Other antihistamines for systemic use
segregan,,,,,,,,,,,
gestavid,,,,,,,,,,,
trazodone,10737.0,trazodone,IN,N,,N06,,N06A,,N06AX,Other antidepressants
sildenafil,136411.0,sildenafil,IN,G,,G04,,G04B,,G04BE,Drugs used in erectile dysfunction
levotiroxinca,,,,,,,,,,,
naperoxeno,7258.0,naproxen,IN,M,,M01,,M01A,,M01AE,Propionic acid derivatives
lyrica,593441.0,Lyrica,BN,N,,N02,,N02B,,N02BF,Gabapentinoids
vit b,11251.0,vitamin B complex,IN,,,,,,,,
vit d tab uds tres semanales,11253.0,vitamin D,IN,,,,,,,,
mometasin,108118.0,mometasone,IN,R,,R03,,R03A,,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
diclofenaco ocasional,3355.0,diclofenac,IN,M,,M01,,M01A,,M01AB,Acetic acid derivatives and related substances
cefalexina tto cronico osteomielitis,2231.0,cephalexin,IN,J,,J01,,J01D,,J01DB,First-generation cephalosporins
suplemento hormonal menopausia,1427222.0,parathyroid hormone,IN,H,,H05,,H05A,,H05AA,Parathyroid hormones and analogues
centrum,1376087.0,Cestrum latifolium leaf extract,IN,,,,,,,,
bisacodilo,1596.0,bisacodyl,IN,A,,A06,,A06A,,A06AB,Contact laxatives
tmp sx,10829.0,trimethoprim,IN,J,,J01,,J01E,,J01EE,"Combinations of sulfonamides and trimethoprim, incl. derivatives"
disalgem max,,,,,,,,,,,
gewlicart,,,,,,,,,,,
medicamenso homeopaticos,285167.0,Urtica urens homeopathic preparation,IN,,,,,,,,
farmade,,,,,,,,,,,
omega vit b d c,11251.0,vitamin B complex,IN,,,,,,,,
pec constipacion,308762.0,bismuth subsalicylate 17.5 MG/ML Oral Suspension,SCD,A,,A07,,A07B,,A07BB,Bismuth preparations
lumbal,1997510.0,camphor 0.005 MG/MG / menthol 0.025 MG/MG Medicated Patch,SCD,M,,M02,,M02A,,M02AX,Other topical products for joint and muscular pain
diosmina,3489.0,diosmin,IN,C,,C05,,C05C,,C05CA,Bioflavonoids
caltrate d cada horas,1372696.0,Caltrate Plus D,BN,A,,A12,,A12A,,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
insulina apidra,607583.0,Apidra,BN,A,,A10,,A10A,,A10AB,"Insulins and analogues for injection, fast-acting"
warfarina,11289.0,warfarin,IN,B,,B01,,B01A,,B01AA,Vitamin K antagonists
esteroide spray nasal,2720028.0,menthol 0.0035 MG/MG / petrolatum 0.797 MG/MG / zinc oxide 0.05 MG/MG Rectal Ointment,SCD,D,,D02,,D02A,,D02AB,Zinc products
loratadina mg dia,28889.0,loratadine,IN,R,,R06,,R06A,,R06AX,Other antihistamines for systemic use
prazocin,8629.0,prazosin,IN,C,,C02,,C02C,,C02CA,Alpha-adrenoreceptor antagonists
sevedol,2656855.0,morphine sulfate Oral Tablet [Sevredol],SBDFP,,,,,,,,
diovan,216652.0,Diovan,BN,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
losartan htcz,52175.0,losartan,IN,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
complejo b,11248.0,vitamin B12,IN,B,,B03,,B03B,,B03BA,Vitamin B12 (cyanocobalamin and analogues)
lanzoprasol,17128.0,lansoprazole,IN,A,,A02,,A02B,,A02BC,Proton pump inhibitors
metrotexato,6851.0,methotrexate,IN,L,,L01,,L01B,,L01BA,Folic acid analogues
rituximab,121191.0,rituximab,IN,L,,L01,,L01F,,L01FA,CD20 (Clusters of Differentiation 20) inhibitors
clozapina,2626.0,clozapine,IN,N,,N05,,N05A,,N05AH,"Diazepines, oxazepines, thiazepines and oxepines"
sumatriptan ocasional,37418.0,sumatriptan,IN,N,,N02,,N02C,,N02CC,Selective serotonin (5HT1) agonists
factor transfgerencia,5920.0,intrinsic factor,IN,B,,B03,,B03A,,B03AE,Iron in other combinations
enalapril mg x,3827.0,enalapril,IN,C,,C09,,C09A,,C09AA,"ACE inhibitors, plain"
acetaminofen tramadol,352362.0,acetaminophen / tramadol,MIN,N,,N02,,N02A,,N02AX,Other opioids
diclo codeina,2670.0,codeine,IN,R,,R05,,R05D,,R05DA,Opium alkaloids and derivatives
betametasona,1514.0,betamethasone,IN,D,,D07,,D07B,,D07BC,"Corticosteroids, potent, combinations with antiseptics"
winadeine,,,,,,,,,,,
cefalexina cc dosis dia,2231.0,cephalexin,IN,J,,J01,,J01D,,J01DB,First-generation cephalosporins
naproxeno ocasional,7258.0,naproxen,IN,M,,M01,,M01A,,M01AE,Propionic acid derivatives
rosubastatina,301542.0,rosuvastatin,IN,C,,C10,,C10A,,C10AA,HMG CoA reductase inhibitors
ferritina,405075.0,Ferrimin 150,BN,B,,B03,,B03A,,B03AA,"Iron bivalent, oral preparations"
antigripales,,,,,,,,,,,
biotina,1588.0,biotin,IN,B,,B03,,B03A,,B03AE,Iron in other combinations
verapamilo mg am,11170.0,verapamil,IN,C,,C08,,C08D,,C08DA,Phenylalkylamine derivatives
anticonceptivo oral,,,,,,,,,,,
insulina glulisina,400008.0,"insulin glulisine, human",IN,A,,A10,,A10A,,A10AB,"Insulins and analogues for injection, fast-acting"
libertrim,100213.0,Bifidobacterium infantis,IN,,,,,,,,
micronitirentes,,,,,,,,,,,
saxenda,1598264.0,Saxenda,BN,A,,A10,,A10B,,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues
uroxacin,3925.0,enoxacin,IN,J,,J01,,J01M,,J01MA,Fluoroquinolones
enterogermina,,,,,,,,,,,
ondansetron,26225.0,ondansetron,IN,A,,A04,,A04A,,A04AA,Serotonin (5HT3) antagonists
lipitor,153165.0,Lipitor,BN,C,,C10,,C10A,,C10AA,HMG CoA reductase inhibitors
eutirox mcg dia,217006.0,Euthyrox,BN,H,,H03,,H03A,,H03AA,Thyroid hormones
rge,,,,,,,,,,,
tiroxina,728656.0,Tirosint,BN,H,,H03,,H03A,,H03AA,Thyroid hormones
yax,,,,,,,,,,,
arcoxia,,,,,,,,,,,
azatriopina,1256.0,azathioprine,IN,L,,L04,,L04A,,L04AX,Other immunosuppressants
cloroquina,2393.0,chloroquine,IN,P,,P01,,P01B,,P01BB,Biguanides
insulina tuyeo,253182.0,"insulin, regular, human",IN,A,,A10,,A10A,,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting"
levomepromazina,6852.0,methotrimeprazine,IN,N,,N05,,N05A,,N05AA,Phenothiazines with aliphatic side-chain
medicamento digestion,1310754.0,inulin 200 MG / Lacticaseibacillus rhamnosus GG 10000000000 UNT Oral Capsule,SCD,,,,,,,,
hebalife,,,,,,,,,,,
roacutan veces mes,2637531.0,Limosilactobacillus fermentum ME-3,PIN,,,,,,,,
lanzoprazol x,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
propoanolol,8787.0,propranolol,IN,C,,C07,,C07A,,C07AA,"Beta blocking agents, non-selective"
loratadina x,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
yasminic,748857.0,{21 (drospirenone 3 MG / ethinyl estradiol 0.03 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Yasmin 28 Day],BPCK,G,,G03,,G03A,,G03AC,Progestogens
palexis,,,,,,,,,,,
vitaminas fe,152364.0,Slow-Fe,BN,B,,B03,,B03A,,B03AA,"Iron bivalent, oral preparations"
nimesulide,53694.0,nimesulide,IN,M,,M01,,M01A,,M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids"
timilol gotas,10600.0,timolol,IN,C,,C07,,C07A,,C07AA,"Beta blocking agents, non-selective"
flutocasona inh,1165655.0,fluticasone Inhalant Product,SCDG,R,,R03,,R03B,,R03BA,Glucocorticoids
clorfernerimnamina,,,,,,,,,,,
salbutamol inh necesidad,435.0,albuterol,IN,R,,R03,,R03A,,R03AC,Selective beta-2-adrenoreceptor agonists
brupenorfina,,,,,,,,,,,
levotiroxina ug,10582.0,levothyroxine,IN,H,,H03,,H03A,,H03AA,Thyroid hormones
ac tranexamico,10691.0,tranexamic acid,IN,B,,B02,,B02A,,B02AA,Amino acids
verapamilo mg,11170.0,verapamil,IN,C,,C08,,C08D,,C08DA,Phenylalkylamine derivatives
nexium,284799.0,Nexium,BN,A,,A02,,A02B,,A02BC,Proton pump inhibitors
escitaopram,321988.0,escitalopram,IN,N,,N06,,N06A,,N06AB,Selective serotonin reuptake inhibitors
ningunos,,,,,,,,,,,
analeiscos,,,,,,,,,,,
betalock soc,2655450.0,metoprolol tartrate Oral Tablet [Betaloc],SBDFP,,,,,,,,
medrol,202702.0,Medrol,BN,H,,H02,,H02A,,H02AB,Glucocorticoids
